CodigoCliente;Titulo;PrimeiroNome;UltimoNome;Idade;Sexo;Endereco;Cidade;UFCompleto;CEP;Pais;PaisCompleto;Email;RendaMensal;PercentualUtilizacaoLimite;QtdTransacoesNegadas;AnosDeRelacionamentoBanco;JaUsouChequeEspecial;QtdEmprestimos;NumeroAtendimentos;TMA;IndiceSatisfacao;Saldo;CLTV;CanalPref;Churn;UF;mail_domain
415;Sra.;Gabrielle;Melo;54;Feminino;Rua Platão 318;Jandira;São Paulo;06604-060;BR;Brazil;GabrielleFernandesMelo@gustr.com;7550;1.0;2;15;0;5;10;142;2;383;69;SMS;1;SP;gustr.com
416;Sra.;Gabrielly;Cardoso;45;Feminino;Rua dos Crisântemos 1716;Uberlândia;Minas Gerais;38412-176;BR;Brazil;GabriellySousaCardoso@rhyta.com;4335;1.0;9;20;0;5;31;154;3;604;60;SMS;1;MG;rhyta.com
417;Sra.;Marina;Almeida;20;Feminino;Rua Santa Rita 582;Feira de Santana;Bahia;44025-080;BR;Brazil;MarinaCostaAlmeida@dayrep.com;8414;1.0;10;15;0;3;24;79;0;7268;51;Email;0;BA;dayrep.com
418;Sr.;Vitor;Costa;31;Masculino;Quadra QR 514 Conjunto 14 1041;Samambaia;Distrito Federal;72314-115;BR;Brazil;VitorAraujoCosta@superrito.com;6531;0.16;1;7;0;5;1;2;4;3408;35;Push;1;DF;superrito.com
419;Dr.;Daniel;Almeida;62;Masculino;Rua Borborema 1679;Duque de Caxias;Rio de Janeiro;25270-290;BR;Brazil;DanielRochaAlmeida@cuvox.de;7092;1.0;7;10;0;2;47;182;2;929;70;Ligacao;1;RJ;cuvox.de
420;Sr.;Davi;Cavalcanti;34;Masculino;Rua Ângelo Lasafa 1294;Araguari;Minas Gerais;38440-098;BR;Brazil;DaviGoncalvesCavalcanti@armyspy.com;5554;0.9;0;8;0;3;24;145;0;4798;70;Email;0;MG;armyspy.com
421;Sr.;Enzo;Barros;37;Masculino;Beco Um 1516;Coronel Fabriciano;Minas Gerais;35171-395;BR;Brazil;EnzoGoncalvesBarros@jourrapide.com;7139;0.2;12;16;0;1;1;8;4;4314;57;Email;1;MG;jourrapide.com
422;Sr.;Erick;Costa;31;Masculino;Rua Ouro Preto 741;Araçatuba;São Paulo;16087-003;BR;Brazil;ErickAlvesCosta@einrot.com;8456;0.09;3;14;0;1;1;3;4;7524;68;Push;1;SP;einrot.com
423;Sr.;Luís;Sousa;58;Masculino;Rua da Costureira 64;Uberlândia;Minas Gerais;38413-192;BR;Brazil;LuisCostaSousa@cuvox.de;3236;0.0;0;1;0;2;3;3;4;3570;42;SMS;1;MG;cuvox.de
424;Sra.;Beatriz;Goncalves;58;Feminino;Vila Caetano Ricci 1018;Salvador;Bahia;40045-005;BR;Brazil;BeatrizPintoGoncalves@jourrapide.com;5505;0.48;8;1;0;5;2;2;4;5775;56;Push;1;BA;jourrapide.com
425;Sr.;Kaua;Fernandes;35;Masculino;Rua Antônio Magalhães 1012;Santo André;São Paulo;09195-070;BR;Brazil;KauaSantosFernandes@teleworm.us;6453;0.11;9;0;1;1;1;0;4;671;80;Ligacao;1;SP;teleworm.us
426;Sr.;Vitór;Melo;23;Masculino;Rua Amazonita 1941;São Paulo;São Paulo;02928-020;BR;Brazil;VitorAlvesMelo@dayrep.com;5941;1.0;0;10;0;1;33;177;0;5045;43;Push;0;SP;dayrep.com
427;Sra.;Fernanda;Carvalho;44;Feminino;Rua Celso Bueno da Silveira 1239;Osasco;São Paulo;06023-100;BR;Brazil;FernandaDiasCarvalho@fleckens.hu;5111;0.91;8;4;0;4;38;160;0;5505;66;Email;0;SP;fleckens.hu
428;Sr.;Leonardo;Correia;57;Masculino;2ª Travessa Palmares 1462;Jaboatão dos Guararapes;Pernambuco;54140-042;BR;Brazil;LeonardoAlmeidaCorreia@dayrep.com;8983;0.04;13;16;0;3;1;8;5;1293;52;Push;1;PE;dayrep.com
429;Dr.;Yasmin;Gomes;23;Feminino;Rua Canindé 1486;Olinda;Pernambuco;53250-790;BR;Brazil;YasminSantosGomes@teleworm.us;4168;0.94;14;2;0;0;14;132;2;8537;30;Push;1;PE;teleworm.us
430;Sra.;Rebeca;Ribeiro;36;Feminino;Rua Mário Gonzaga Junqueira 203;Bauru;São Paulo;17051-080;BR;Brazil;RebecaSousaRibeiro@superrito.com;3315;1.0;14;20;0;3;38;112;2;2552;79;Push;1;SP;superrito.com
431;Sr.;Miguel;Ferreira;58;Masculino;Travessa São Luiz 445;São Paulo;São Paulo;04416-010;BR;Brazil;MiguelCardosoFerreira@armyspy.com;6006;0.37;1;17;0;0;2;2;4;2823;52;Ligacao;1;SP;armyspy.com
432;Sra.;Evelyn;Oliveira;44;Feminino;Rua Ermelino de Leão 1341;Ponta Grossa;Paraná;84035-000;BR;Brazil;EvelynLimaOliveira@jourrapide.com;7832;0.18;12;3;1;5;2;3;4;8790;82;Email;1;PR;jourrapide.com
433;Sra.;Carolina;Almeida;18;Feminino;Rua da Lavanderia 1953;Maceió;Alagoas;57015-100;BR;Brazil;CarolinaOliveiraAlmeida@rhyta.com;9184;0.95;13;5;0;2;29;87;3;2375;43;Ligacao;1;AL;rhyta.com
434;Sra.;Yasmin;Pinto;27;Feminino;Rua Um 912;Itabira;Minas Gerais;35903-081;BR;Brazil;YasminCarvalhoPinto@armyspy.com;5622;0.28;9;4;0;1;3;4;5;5738;82;Push;1;MG;armyspy.com
435;Sr.;Otávio;Cavalcanti;20;Masculino;Rua Doze 903;Cuiabá;Mato Grosso;78075-320;BR;Brazil;OtavioRochaCavalcanti@superrito.com;8297;0.82;14;5;1;5;44;51;2;4563;34;Email;1;MT;superrito.com
436;Sr.;Kauan;Barros;55;Masculino;Travessa D 1992;Juiz de Fora;Minas Gerais;36072-540;BR;Brazil;KauanGoncalvesBarros@armyspy.com;7068;0.48;5;18;0;4;3;6;5;6892;43;Push;1;MG;armyspy.com
437;Sra.;Júlia;Fernandes;42;Feminino;Rua Maestro Felício Toledo 227;Niterói;Rio de Janeiro;24030-105;BR;Brazil;JuliaBarbosaFernandes@einrot.com;8387;0.43;10;8;1;2;1;1;4;6359;84;Email;1;RJ;einrot.com
438;Sr.;Marcos;Rodrigues;26;Masculino;Rua Pedro Guimarães 1539;Rondonópolis;Mato Grosso;78710-260;BR;Brazil;MarcosCunhaRodrigues@dayrep.com;9841;0.35;4;19;1;5;2;5;4;6950;43;Ligacao;1;MT;dayrep.com
439;Sra.;Gabrielly;Almeida;63;Feminino;Rua Jerônimo Moraes 259;Jandira;São Paulo;06604-310;BR;Brazil;GabriellyAzevedoAlmeida@einrot.com;3825;0.81;13;15;0;4;21;121;2;4948;83;SMS;1;SP;einrot.com
440;Dr.;Gabrielly;Pereira;55;Feminino;Rua Itapitangui 1520;São Paulo;São Paulo;01250-030;BR;Brazil;GabriellySousaPereira@fleckens.hu;6976;0.26;4;1;0;0;3;5;4;5735;39;SMS;1;SP;fleckens.hu
441;Sr.;Pedro;Martins;52;Masculino;Beco H 1351;Porto Alegre;Rio Grande do Sul;90240-350;BR;Brazil;PedroMeloMartins@rhyta.com;9885;0.83;10;3;0;2;37;176;2;1146;38;Email;1;RS;rhyta.com
442;Sra.;Marina;Castro;63;Feminino;Travessa Duzentos e Vinte e Quatro 1194;Guarujá;São Paulo;11495-109;BR;Brazil;MarinaCorreiaCastro@cuvox.de;4241;0.93;14;3;0;5;43;157;0;6407;54;Ligacao;0;SP;cuvox.de
443;Sr.;José;Fernandes;42;Masculino;Rua Ministro Jarbas Passarinho 339;Manaus;Amazonas;69087-031;BR;Brazil;JoseGoncalvesFernandes@superrito.com;4418;0.12;13;9;0;4;2;7;4;2589;65;SMS;1;AM;superrito.com
444;Sr.;Victor;Pereira;60;Masculino;Rua Bertha Buhnemann 1102;Joinville;Santa Catarina;89239-213;BR;Brazil;VictorRochaPereira@gustr.com;7665;0.41;8;0;0;4;2;8;5;7886;89;Ligacao;1;SC;gustr.com
445;Sr.;Rafael;Martins;57;Masculino;Rua Fonte do Capim 1308;Salvador;Bahia;40800-360;BR;Brazil;RafaelCunhaMartins@einrot.com;8281;1.0;8;6;0;4;24;112;0;3518;53;Email;0;BA;einrot.com
446;Sr.;Diogo;Souza;41;Masculino;Passagem São Jerônimo 931;Belém;Pará;66811-140;BR;Brazil;DiogoPintoSouza@fleckens.hu;3831;0.99;2;8;1;2;44;58;3;2943;30;SMS;1;PA;fleckens.hu
447;Sr.;Carlos;Rodrigues;59;Masculino;Rua Brigitta Anna Holderegger 1597;Joinville;Santa Catarina;89225-150;BR;Brazil;CarlosFernandesRodrigues@cuvox.de;6397;1.0;12;5;1;3;22;164;1;3803;46;Email;0;SC;cuvox.de
448;Sr.;Carlos;Cardoso;42;Masculino;Rua Solimões 1643;Redenção;Pará;68553-440;BR;Brazil;CarlosBarbosaCardoso@fleckens.hu;8980;0.84;10;11;0;5;35;57;0;5421;85;Push;0;PA;fleckens.hu
449;Sra.;Lara;Barros;29;Feminino;Quadra Quadra 715 966;Luziânia;Goiás;72856-715;BR;Brazil;LaraCarvalhoBarros@dayrep.com;5343;1.0;1;5;0;1;25;39;2;707;74;Ligacao;1;GO;dayrep.com
450;Sra.;Livia;Rodrigues;59;Feminino;Travessa Santa Cruz 1389;Fortaleza;Ceará;60416-640;BR;Brazil;LiviaSousaRodrigues@armyspy.com;8893;1.0;13;20;1;1;23;99;1;1238;84;Ligacao;0;CE;armyspy.com
451;Sra.;Matilde;Araujo;23;Feminino;Rua Mercado de Ferro 153;São Paulo;São Paulo;08411-210;BR;Brazil;MatildeSouzaAraujo@fleckens.hu;7323;0.14;8;11;0;3;2;3;5;4233;55;Email;1;SP;fleckens.hu
452;Sra.;Bruna;Azevedo;55;Feminino;Rua Frederico Graeff 1178;Passo Fundo;Rio Grande do Sul;99025-460;BR;Brazil;BrunaSilvaAzevedo@armyspy.com;5999;0.82;6;20;0;0;10;31;0;8742;75;SMS;1;RS;armyspy.com
453;Sr.;Antônio;Sousa;56;Masculino;Rua Mário Lins Barradas 1586;Jaboatão dos Guararapes;Pernambuco;54350-060;BR;Brazil;AntonioLimaSousa@cuvox.de;5031;0.06;4;4;1;2;2;0;4;1650;35;Push;1;PE;cuvox.de
454;Sr.;Vitor;Pereira;65;Masculino;Praça Maria Helena Borelli Palma 803;São Paulo;São Paulo;03732-145;BR;Brazil;VitorRochaPereira@armyspy.com;3878;0.84;12;8;0;4;16;104;3;7890;86;SMS;1;SP;armyspy.com
455;Sra.;Maria;Ferreira;48;Feminino;Travessa Ubirajaras 1223;Tupã;São Paulo;17605-043;BR;Brazil;MariaCarvalhoFerreira@armyspy.com;8550;0.88;8;1;1;1;25;58;1;4762;75;Email;1;SP;armyspy.com
456;Sra.;Letícia;Ferreira;18;Feminino;Rua Dezessete 1228;Coronel Fabriciano;Minas Gerais;35171-365;BR;Brazil;LeticiaBarbosaFerreira@gustr.com;4827;0.87;2;0;1;5;50;114;0;8166;34;Push;1;MG;gustr.com
457;Sr.;Renan;Oliveira;46;Masculino;Rua Irmão Robertão 54;Caxias do Sul;Rio Grande do Sul;95070-610;BR;Brazil;RenanMeloOliveira@teleworm.us;4763;0.86;15;19;0;2;15;85;1;8415;76;SMS;1;RS;teleworm.us
458;Sra.;Isabela;Fernandes;44;Feminino;Rua Antônio Teodoro de Castro 575;São Paulo;São Paulo;04814-590;BR;Brazil;IsabelaRochaFernandes@superrito.com;5241;0.98;2;1;1;4;23;96;1;5630;88;Push;1;SP;superrito.com
459;Sr.;Bruno;Azevedo;28;Masculino;Quadra 110 Norte Alameda 7 1746;Palmas;Tocantins;77006-120;BR;Brazil;BrunoCarvalhoAzevedo@teleworm.us;3746;0.92;5;4;0;4;50;101;3;2208;32;Push;1;TO;teleworm.us
460;Sra.;Amanda;Santos;58;Feminino;Rua Augusto de Lima 133;Anápolis;Goiás;75080-050;BR;Brazil;AmandaAlvesSantos@dayrep.com;8118;0.06;0;2;0;3;2;5;4;2218;50;SMS;1;GO;dayrep.com
461;Sr.;Vitor;Cardoso;54;Masculino;Rua Walter da Rocha Brandão 1486;Limeira;São Paulo;13485-103;BR;Brazil;VitorRochaCardoso@jourrapide.com;9314;0.23;4;18;0;5;1;8;5;4312;54;Ligacao;0;SP;jourrapide.com
462;Sr.;Enzo;Carvalho;46;Masculino;Rua Máximo Pappi 1838;Caxias do Sul;Rio Grande do Sul;95052-490;BR;Brazil;EnzoAlmeidaCarvalho@superrito.com;8410;0.3;13;11;0;3;3;1;4;8856;54;Ligacao;0;RS;superrito.com
463;Sr.;Renan;Sousa;18;Masculino;Ladeira Cangira 557;Salvador;Bahia;40220-820;BR;Brazil;RenanLimaSousa@jourrapide.com;4714;0.34;13;19;0;1;2;8;5;5941;54;Ligacao;0;BA;jourrapide.com
464;Sra.;Rafaela;Cunha;62;Feminino;Rua Coimbra 1492;Ribeirão Preto;São Paulo;14075-450;BR;Brazil;RafaelaSousaCunha@einrot.com;9285;0.84;5;11;1;1;42;73;2;336;48;Email;1;SP;einrot.com
465;Sr.;Bruno;Silva;18;Masculino;Quadra Quadra 299 1276;Luziânia;Goiás;72821-360;BR;Brazil;BrunoMeloSilva@fleckens.hu;4515;0.95;9;14;0;1;38;149;1;8279;45;Email;1;GO;fleckens.hu
466;Sr.;Julian;Souza;51;Masculino;Travessa José Alencar 602;Teófilo Otoni;Minas Gerais;39803-513;BR;Brazil;JulianRodriguesSouza@gustr.com;3223;0.95;2;8;0;4;43;158;1;3485;47;Push;1;MG;gustr.com
467;Sra.;Julieta;Ferreira;60;Feminino;Avenida das Américas 1631;Esteio;Rio Grande do Sul;93290-230;BR;Brazil;JulietaAraujoFerreira@armyspy.com;5396;1.0;14;6;1;1;35;122;2;4924;73;Email;1;RS;armyspy.com
468;Sr.;Kauan;Carvalho;54;Masculino;Alameda Três 1420;Patos de Minas;Minas Gerais;38702-064;BR;Brazil;KauanMeloCarvalho@rhyta.com;7538;0.33;3;6;0;3;3;1;4;3424;74;Email;0;MG;rhyta.com
469;Sra.;Luiza;Melo;21;Feminino;Rua Manoel Jácomo 1149;São Paulo;São Paulo;04835-240;BR;Brazil;LuizaAlmeidaMelo@einrot.com;9428;0.81;2;15;0;4;16;59;2;6565;47;Email;1;SP;einrot.com
470;Sr.;Arthur;Melo;31;Masculino;Rua F 1283;Ipatinga;Minas Gerais;35162-628;BR;Brazil;ArthurCorreiaMelo@gustr.com;6221;0.85;14;3;0;2;19;140;3;6164;51;Email;1;MG;gustr.com
471;Sra.;Letícia;Alves;30;Feminino;Rua América do Sul 511;Araçatuba;São Paulo;16025-300;BR;Brazil;LeticiaCostaAlves@rhyta.com;9647;0.08;11;2;1;0;1;3;5;1677;69;Email;0;SP;rhyta.com
472;Sr.;Antônio;Goncalves;53;Masculino;Quadra QN 413 841;Samambaia;Distrito Federal;72321-560;BR;Brazil;AntonioCunhaGoncalves@gustr.com;7476;0.26;1;14;0;4;3;3;5;1541;84;SMS;0;DF;gustr.com
473;Sr.;Kauan;Pinto;48;Masculino;Rua Coronel Moreira Cesar 547;Niterói;Rio de Janeiro;24230-065;BR;Brazil;KauanLimaPinto@superrito.com;7370;0.39;13;12;0;4;2;2;5;2919;34;Email;0;RJ;superrito.com
474;Sra.;Fernanda;Goncalves;48;Feminino;Rua C 10 1864;Anápolis;Goiás;75080-270;BR;Brazil;FernandaAlvesGoncalves@superrito.com;5860;0.99;5;19;1;0;34;107;3;176;77;SMS;1;GO;superrito.com
475;Sra.;Vitoria;Cardoso;60;Feminino;Rua Salvador Caruso 23;São Paulo;São Paulo;05054-060;BR;Brazil;VitoriaSousaCardoso@cuvox.de;6999;0.83;11;10;0;3;18;180;2;5428;38;Push;1;SP;cuvox.de
476;Sra.;Laura;Alves;36;Feminino;Rua José Alcântara Bourguignon 1417;Guarapari;Espírito Santo;29214-180;BR;Brazil;LauraAraujoAlves@fleckens.hu;8259;0.09;0;4;0;2;3;0;4;6862;45;Email;0;ES;fleckens.hu
477;Sra.;Emily;Dias;38;Feminino;Rua João Rodrigues da Veiga 121;São Paulo;São Paulo;02951-140;BR;Brazil;EmilyFerreiraDias@gustr.com;5878;0.12;9;1;0;0;1;4;5;495;33;Ligacao;0;SP;gustr.com
478;Sr.;Gabriel;Cunha;63;Masculino;Rua Loasa 1552;Rio de Janeiro;Rio de Janeiro;21670-380;BR;Brazil;GabrielSantosCunha@superrito.com;9403;0.47;10;11;0;1;1;1;5;9287;47;Push;0;RJ;superrito.com
479;Sr.;Luiz;Carvalho;63;Masculino;Alameda Sete 1179;Cuiabá;Mato Grosso;78058-472;BR;Brazil;LuizCastroCarvalho@teleworm.us;5140;0.39;13;2;0;2;3;4;4;5183;85;Ligacao;0;MT;teleworm.us
480;Sr.;Leonardo;Martins;21;Masculino;Rua Dez 6;Itapeva;São Paulo;18402-390;BR;Brazil;LeonardoCostaMartins@armyspy.com;3990;0.15;14;3;0;2;2;4;5;3474;65;Push;0;SP;armyspy.com
481;Sr.;Caio;Melo;23;Masculino;Caminho Servidão-03 1808;Hortolândia;São Paulo;13185-076;BR;Brazil;CaioAlvesMelo@rhyta.com;3336;0.9;9;10;1;1;22;67;2;4552;79;SMS;1;SP;rhyta.com
482;Sra.;Bruna;Martins;45;Feminino;Estrada do Lazareto 841;Queimados;Rio de Janeiro;26310-000;BR;Brazil;BrunaAlmeidaMartins@armyspy.com;4138;0.95;10;13;0;5;35;42;3;4830;60;SMS;1;RJ;armyspy.com
483;Sr.;Vitor;Araujo;31;Masculino;Avenida Colombo 195;Maringá;Paraná;87020-001;BR;Brazil;VitorBarrosAraujo@einrot.com;7365;0.98;3;1;1;2;37;151;2;3422;59;Ligacao;1;PR;einrot.com
484;Sr.;Vitor;Ferreira;33;Masculino;Rua Benedito Teodoro Morais 1698;Franca;São Paulo;14409-167;BR;Brazil;VitorDiasFerreira@fleckens.hu;9905;0.2;5;13;0;3;1;6;5;9278;66;Push;0;SP;fleckens.hu
485;Sr.;Marcos;Fernandes;56;Masculino;Rua das Flores 870;Queimados;Rio de Janeiro;26367-460;BR;Brazil;MarcosGoncalvesFernandes@rhyta.com;7751;0.03;8;12;1;0;1;3;4;3623;73;Email;0;RJ;rhyta.com
486;Sra.;Carolina;Cardoso;27;Feminino;Rua Vinte 556;Porto Velho;Rondônia;78908-719;BR;Brazil;CarolinaCavalcantiCardoso@einrot.com;5715;0.39;14;2;1;3;2;6;4;9387;56;SMS;0;RO;einrot.com
487;Sra.;Manuela;Almeida;22;Feminino;Rua Marília 58;Toledo;Paraná;85909-630;BR;Brazil;ManuelaSousaAlmeida@superrito.com;9529;0.91;5;15;0;1;28;175;0;7309;71;Email;1;PR;superrito.com
488;Sra.;Isabella;Dias;48;Feminino;Travessa Ranulfo 1367;Salvador;Bahia;40155-800;BR;Brazil;IsabellaCastroDias@superrito.com;6089;0.94;4;12;1;1;43;98;3;4274;79;Ligacao;1;BA;superrito.com
489;Sr.;Luis;Sousa;22;Masculino;Rua Santa Rita 1595;Caruaru;Pernambuco;55028-000;BR;Brazil;LuisCorreiaSousa@armyspy.com;4686;0.88;2;19;0;2;48;149;1;9122;40;Ligacao;1;PE;armyspy.com
490;Sr.;Kauan;Cunha;42;Masculino;Rua Ligação 688;Coronel Fabriciano;Minas Gerais;35171-377;BR;Brazil;KauanAzevedoCunha@superrito.com;5730;0.91;6;13;0;0;22;83;3;5730;31;Push;1;MG;superrito.com
491;Sr.;Gabriel;Ribeiro;49;Masculino;Rua Arminda 1131;São João de Meriti;Rio de Janeiro;25550-203;BR;Brazil;GabrielSantosRibeiro@jourrapide.com;9629;0.38;13;20;0;1;1;8;4;5960;43;SMS;0;RJ;jourrapide.com
492;Sra.;Sofia;Silva;20;Feminino;Rua Luís Alves Pinheiro 538;Nilópolis;Rio de Janeiro;26525-290;BR;Brazil;SofiaAraujoSilva@dayrep.com;8470;1.0;5;14;0;2;27;81;1;5203;90;Ligacao;1;RJ;dayrep.com
493;Sra.;Brenda;Correia;52;Feminino;Rua Maria Cândida 28;Belo Horizonte;Minas Gerais;31740-080;BR;Brazil;BrendaCarvalhoCorreia@fleckens.hu;6753;0.01;14;16;0;5;1;1;4;4531;87;SMS;0;MG;fleckens.hu
494;Sr.;Luis;Rodrigues;42;Masculino;Rua Padre Anchieta 695;São Vicente;São Paulo;11310-040;BR;Brazil;LuisSilvaRodrigues@rhyta.com;7443;0.9;5;18;0;2;31;124;3;3436;61;SMS;1;SP;rhyta.com
495;Sra.;Anna;Lima;29;Feminino;Rua Nevada 288;Guarulhos;São Paulo;07179-528;BR;Brazil;AnnaSantosLima@einrot.com;5612;0.45;15;19;1;2;1;5;5;4818;47;Push;0;SP;einrot.com
496;Sr.;Kauê;Cunha;61;Masculino;Rua Francisco Durães Castanheiras 979;Contagem;Minas Gerais;32230-410;BR;Brazil;KauePereiraCunha@armyspy.com;4429;0.03;2;6;1;5;1;6;5;4708;79;Push;0;MG;armyspy.com
497;Sra.;Sofia;Cunha;57;Feminino;Rua Sabiá 869;Cambé;Paraná;86182-290;BR;Brazil;SofiaOliveiraCunha@jourrapide.com;9303;0.84;6;2;0;0;24;82;1;6447;79;SMS;1;PR;jourrapide.com
498;Sra.;Isabella;Cunha;66;Feminino;Rua Sílvio Benedetti 325;Mauá;São Paulo;09351-610;BR;Brazil;IsabellaRibeiroCunha@superrito.com;5627;1.0;8;20;0;5;19;174;1;8129;54;Ligacao;1;SP;superrito.com
499;Sr.;Danilo;Goncalves;57;Masculino;Rua Rio Grande do Norte 4;Palmas;Tocantins;77060-176;BR;Brazil;DaniloRodriguesGoncalves@fleckens.hu;9552;0.9;0;1;0;2;23;60;1;2856;77;Email;1;TO;fleckens.hu
500;Sra.;Matilde;Cunha;46;Feminino;Rua 129 1312;Aparecida de Goiânia;Goiás;74946-350;BR;Brazil;MatildePintoCunha@teleworm.us;8725;0.99;1;18;0;2;19;56;3;3172;49;Push;1;GO;teleworm.us
501;Sr.;Erick;Carvalho;55;Masculino;Vila Trinta de Março 1637;Salvador;Bahia;40365-640;BR;Brazil;ErickDiasCarvalho@fleckens.hu;6145;1.0;6;5;0;4;28;109;2;7799;82;Email;1;BA;fleckens.hu
502;Sra.;Maria;Goncalves;62;Feminino;Vila Real 1971;Belém;Pará;66033-395;BR;Brazil;MariaAraujoGoncalves@einrot.com;4172;1.0;5;8;0;2;23;166;2;6473;53;Email;1;PA;einrot.com
503;Dr.;André;Rocha;34;Masculino;Travessa Juracy Magalhães 259;Itabuna;Bahia;45603-530;BR;Brazil;AndreRibeiroRocha@cuvox.de;5132;0.96;7;13;1;3;38;187;2;1901;74;Ligacao;1;BA;cuvox.de
504;Sr.;Davi;Carvalho;38;Masculino;Rua José Franco Netto 144;Bauru;São Paulo;17018-410;BR;Brazil;DaviPereiraCarvalho@dayrep.com;3436;0.39;1;14;1;3;3;8;4;8435;77;Ligacao;0;SP;dayrep.com
505;Sr.;Douglas;Lima;62;Masculino;Avenida Onze de Junho 533;São Paulo;São Paulo;04041-004;BR;Brazil;DouglasCardosoLima@fleckens.hu;8422;0.99;14;15;0;1;21;183;3;6526;58;SMS;1;SP;fleckens.hu
506;Sra.;Emilly;Gomes;27;Feminino;Rodovia PA-150 506;Marabá;Pará;68506-670;BR;Brazil;EmillyMartinsGomes@fleckens.hu;3820;0.13;11;9;0;2;2;7;4;3389;65;SMS;0;PA;fleckens.hu
507;Sra.;Vitoria;Pinto;40;Feminino;Rua 11 261;Fortaleza;Ceará;60743-310;BR;Brazil;VitoriaCardosoPinto@gustr.com;8605;1.0;13;17;0;2;33;150;0;9894;64;Email;1;CE;gustr.com
508;Sra.;Aline;Barbosa;53;Feminino;Rua Hélio Teixeira 1744;Itapevi;São Paulo;06660-700;BR;Brazil;AlineRodriguesBarbosa@fleckens.hu;4624;1.0;1;0;0;1;33;167;1;4225;52;Email;1;SP;fleckens.hu
509;Sr.;Miguel;Barbosa;59;Masculino;Rua Cuevas 25;Guarulhos;São Paulo;07110-101;BR;Brazil;MiguelLimaBarbosa@cuvox.de;5984;0.91;8;3;0;1;33;85;0;442;49;Ligacao;1;SP;cuvox.de
510;Sra.;Bianca;Santos;50;Feminino;Rua Geru 545;Aracaju;Sergipe;49010-460;BR;Brazil;BiancaSousaSantos@rhyta.com;8010;0.09;4;18;0;2;2;3;4;6640;72;Email;0;SE;rhyta.com
511;Sr.;Marcos;Carvalho;46;Masculino;Rua Evald Braun 1496;Blumenau;Santa Catarina;89036-680;BR;Brazil;MarcosCunhaCarvalho@fleckens.hu;7571;1.0;15;16;0;4;30;140;3;7810;59;SMS;1;SC;fleckens.hu
512;Sr.;Diogo;Souza;53;Masculino;Rua Ary Pereira Soares 1440;Caxias do Sul;Rio Grande do Sul;95030-130;BR;Brazil;DiogoRochaSouza@fleckens.hu;3000;0.8;15;19;0;4;11;49;3;6026;64;Ligacao;1;RS;fleckens.hu
513;Sra.;Julia;Dias;27;Feminino;Rua Doutor Mirocene Fernando da Cunha Lima 1091;João Pessoa;Paraíba;58035-020;BR;Brazil;JuliaCastroDias@jourrapide.com;7649;1.0;3;1;1;4;46;93;2;8000;59;Email;1;PB;jourrapide.com
514;Sr.;Thiago;Silva;29;Masculino;Rua Oitenta e Um 1351;Ribeirão das Neves;Minas Gerais;33826-158;BR;Brazil;ThiagoCardosoSilva@dayrep.com;5747;1.0;13;5;0;1;22;131;0;4680;34;Ligacao;1;MG;dayrep.com
515;Sra.;Bianca;Cunha;40;Feminino;Praça Wagner Maceira 116;São Paulo;São Paulo;02277-150;BR;Brazil;BiancaCastroCunha@armyspy.com;9225;0.8;5;2;0;5;17;193;3;7493;53;SMS;1;SP;armyspy.com
516;Sr.;Thiago;Correia;35;Masculino;Estrada do Carananduba 1265;Belém;Pará;66923-040;BR;Brazil;ThiagoCunhaCorreia@armyspy.com;8266;0.03;10;0;1;1;3;2;5;8674;37;Email;0;PA;armyspy.com
517;Sra.;Tânia;Sousa;65;Feminino;Rua Via Veneto 1753;Curitiba;Paraná;82020-470;BR;Brazil;TaniaCavalcantiSousa@armyspy.com;7029;1.0;9;10;1;1;33;92;0;9884;65;Email;1;PR;armyspy.com
518;Sr.;Danilo;Rocha;59;Masculino;Rua SZ - 014 1201;Brusque;Santa Catarina;88355-060;BR;Brazil;DaniloBarbosaRocha@armyspy.com;5973;1.0;4;10;0;5;24;82;3;6309;31;Email;1;SC;armyspy.com
519;Sr.;José;Ribeiro;55;Masculino;Rua Ângelo Montecilli 1401;São Paulo;São Paulo;03648-050;BR;Brazil;JoseAlmeidaRibeiro@superrito.com;6011;1.0;2;2;0;4;27;157;2;6280;59;Push;1;SP;superrito.com
520;Sr.;Luiz;Oliveira;61;Masculino;Rua Serra do Piracambu 681;Natal;Rio Grande do Norte;59068-210;BR;Brazil;LuizCastroOliveira@fleckens.hu;9402;0.21;10;20;0;0;3;6;5;6770;57;Push;0;RN;fleckens.hu
521;Sr.;Arthur;Almeida;29;Masculino;Rua Pedregulho 796;Londrina;Paraná;86030-120;BR;Brazil;ArthurCarvalhoAlmeida@superrito.com;7794;0.24;7;9;1;1;1;6;4;9435;58;SMS;0;PR;superrito.com
522;Sra.;Camila;Castro;19;Feminino;Rua A 442;Belém;Pará;66815-020;BR;Brazil;CamilaRochaCastro@armyspy.com;5319;0.89;10;8;0;2;19;142;0;1427;73;Email;1;PA;armyspy.com
523;Sr.;Breno;Martins;66;Masculino;Quadra 103 Norte Rua NO 11 276;Palmas;Tocantins;77001-036;BR;Brazil;BrenoPereiraMartins@gustr.com;6406;0.24;9;2;0;5;1;3;4;6744;89;Push;0;TO;gustr.com
